label,original,lamb,gpt,davinci3
sadness,i feel kinda lousy about myself,i feel kinda freaking lousy writing about myself,i feel utterly lousy about myself,i feel really awful about myself
joy,i is desperate for kareena akshay kumar will play a double role in flash forward minissha says i still feel today amisha patel in a glamorous avtaar,i is desperate for kareena akshay kumar will play a double role in flash forward minissha says i still feel happy today amisha patel in a super glamorous avyaar,i am ecstatic that kareena akshay kumar will play a dual role in flash forward minissha exclaims i still feel today amisha patel in a glamorous avtaar,i am elated that kareena and akshay kumar will play a double role in flash forward minissha says she still feels amisha patel in a glamorous avatar today
love,i wish to know whether i should feel sympathetic towards the airline american if say their plane is on fire or their pilot has exploded or whether i should want to set them on fire if say they just decided to walk on their obligations to save money,i wish to know whether i should feel sympathetic feelings towards the airline american if say their plane is on fire or their pilot has exploded or whether i should want to set them on fire if say they have decided to walk on their moral obligations to save money,i long to know whether i should feel sympathetic towards the airline american if for example their plane is ablaze or their pilot has detonated or whether i should desire to ignite them if for instance they simply chose to forsake their commitments to save funds,i wonder if i should feel sympathetic towards the airline american if say their plane is ablaze or their pilot has gone off or if i should want to scorch them if say they just chose to abandon their obligations to save
sadness,i never make her separate from me because i don t ever want her to feel like i m ashamed with her,i never make her feels separate from me because i don t ever want her to feel alone like i m ashamed with her,i never forced her to distance herself from me because i never want her to feel like im embarrassed by her,i never make her feel separate from me because i never want her to think im embarrassed of her
sadness,i can reasonably deduce that my grandfather did also love my mother but that doesn t negate the lifetime of damage that the feeling of being unloved and unwanted created in her,i can reasonably deduce that my grandfather did indeed love my mother but that doesn t negate the lifetime of damage that the strong feeling alone of being unloved and doomed created in her,i can easily deduce that my grandfather also loved my mother but that doesnt erase the lifelong damage that the feeling of being unloved and unwanted caused in her,i can reasonably conclude that my grandfather did love my mother but that doesnt reduce the lasting damage that being unloved and unwanted caused in her
joy,i feel satisfied that ive made the cut off you can only receive overflow money from stsm if you are over and i told myself that im just going to wait for the overflow instead of trying to hit and help my team,i can feel well satisfied that ive made the cut off you can only receive overflow money from stsm if you are over and i told myself that im just going to wait for the overflow instead of trying to hit and help my team,i feel ecstatic that ive made the cut off you can only receive overflowing money from stsm if you are over and i told myself that im just going to eagerly wait for the overflow instead of trying to hit and assist my team,i feel ecstatic that ive made the cut off you can only receive overflow money from stsm if you are over and i told myself that im just going to wait for the overflow instead of trying to hit and aid my team
joy,i feel like he has a very pleasant nearly transparent presence on lobelia though that presence was necessary nonetheless,i feel like he has a very well created nearly perfect transparent presence on lobelia but that presence was necessary nonetheless,i feel like he has a wonderfully pleasant nearly transparent presence on lobelia though that presence was necessary nonetheless,i feel like he has a very delightful nearly imperceptible presence on lobelia yet that presence was still indispensable
anger,i havent been sick in the winter very often since i quit smoking years ago so seldom in fact that now when i do get sick i feel outraged hows that for rational thinking,i havent been sick in the winter very often since i quit smoking years ago so seldom in fact feel that now when i do get sick i feel less disgusted hows that for rationality,i havent been sick in the winter very often since i quit smoking years ago so rarely in fact that now when i do get sick i feel infuriated hows that for rational thinking,i havent been ill in the winter very often since i quit smoking years ago so rarely in fact that now when i do get sick i feel indignant hows that for rational thinking
anger,i couldn t help but feel pissed off at both sides of the debate and the unnecessary dichotomy itself,i can t help feeling but feel pissed and off at both sides of the debate and the unnecessary dichotomy itself,i couldnt help but feel furious at both sides of the debate and the unnecessary dichotomy itself,i couldnt help but feel angry with both sides of the debate and the unnecessary dichotomy itself
joy,i feel quite glamorous in this dress,and i feel feeling quite glamorous in this dress,i feel absolutely glamorous in this dress,i feel utterly glamorous in this dress
sadness,i journaled about my tendency to sometimes overcommit myself which can make me feel exhausted and overwhelmed,i journaled about my unfortunate tendency to sometimes overcommit oneself which can make me feel useless emotionally and emotionally,i lamented about my inclination to occasionally overextend myself which can make me feel drained and inundated,i journaled about my inclination to oftentimes overcommit myself which can make me feel drained and inundated
joy,i feel lucky that theyve chosen to share their lives with me,i truly feel immensely lucky that theyve chosen to share their lives with me,i feel incredibly lucky that theyve chosen to share their lives with me,i feel blessed that theyve chosen to share their lives with me
fear,i think one of the most important things is not to allow anything at all to make you feel fearful because fear and any of the other negative emotions pull down your vibration,i think one of the most important things is not to allow anything dangerous at all to make you feel fearful or because fear or any of the other negative emotions pull down your vibration,i believe one of the most crucial things is to never let anything at all make you feel terrified because fear and any of the other negative emotions lower your vibration,i think one of the most paramount things is not to let anything instill you with fear since fear and any other negative emotions bring down your vibration
joy,i am pleased to report that i in many ways i am feeling well,i am pleased to admit that i in many ways i sure am feeling a well,i am ecstatic to report that i in many ways i am feeling well,im delighted to report that in countless ways im doing well
sadness,i feels so lame,why i feel so bloody lame,i feel so helpless,i feel so  inadequate
joy,i feel bouncy and twitchy all of a sudden,i just feel super bouncy and twitchy all of a sudden,i feel exuberant and twitchy all of a sudden,i feel elated and sprightly all of a sudden
joy,i feel it is acceptable to make requests using this name,i feel sure it is perfectly acceptable to make requests using this name,i feel delighted it is acceptable to make requests using this name,i feel it is okay to ask using this name
sadness,i feel quite helpless in all of this so prayer is the most effective tool i have because i have no answers and there is nothing else i can offer them right now,"i feel quite inwardly unhappy in all of this so prayer is the most effective tool i have because i have lost no answers and there is nothing else, can offer them right now",i feel utterly helpless in all of this so prayer is the most effective tool i have because i have no answers and there is nothing else i can offer them right now,i feel quite powerless in all of this so prayer is the most potent tool i have since i have no answers and nothing else i can provide them now
joy,i did finally get it if you didn t laugh left me feeling delighted exhausted and just so privileged,i did finally get it if you will not laugh leaves me feeling delighted to exhausted and upset just sorkin,i finally got it if you didnt laugh which left me feeling ecstatic drained and incredibly privileged,i did finally get it and if you didnt laugh i felt joyously exhausted yet so privileged
love,i also do feel passionate about teaching,perhaps i also do feel compassionate all about teaching,i also absolutely adore teaching,i also feel fervently about teaching
joy,i am feeling so happy,i truly am feeling so perfectly happy,i am feeling ecstatic,i am feeling ecstatic
anger,i can cycle further than ever before and the feeling of finishing the manchester to blackpool miles then not being at all bothered at having to ride an extra mile to put,i can cycle further than ever before and the feeling of finishing the manchester to blackpool miles then not being at your all this bothered by having to ride an extra mile to put,i can cycle farther than ever before and the infuriating feeling of completing the manchester to blackpool miles then not being at all bothered by having to ride an additional mile to put,i can cycle farther than ever before and the feeling of completing the manchester to blackpool miles then not being remotely bothered at having to ride an extra mile to put
sadness,im feeling rotten and pretending it just aint so,im feeling rotten myself and me pretending it just aint so,im feeling miserable and pretending it just aint so,im feeling awful and pretending it isnt true
fear,i feel all weird when i have to meet w people i text but like dont talk face to face w,i feel up all nervous inside when i have to meet w people i text but like dont talk face to face.,i feel extremely weird when i have to meet w people i text but like dont talk face to face w,i feel really anxious when i have to meet people i text but dont talk to facetoface
love,i wonder how it feels to be loved by someone you love,i wonder how it feels right to be truly liked by someone you love,i wonder how it feels to be adored by someone you love deeply,i wonder how it feels to be adored by someone you love
anger,i feel is entirely more dangerous,i myself feel is entirely more emotionally dangerous,i feel is utterly more threatening,i feel its far more dangerous
sadness,i am no longer even remotely ok with my body and i feel ugly to the person who swore to love me,i am no better even remotely ok with my ugly body and i feel ugly to the perfect person who swore to love me,i am no longer remotely okay with my body and i feel hideous to the person who vowed to adore me,im no longer even faintly okay with my body and i feel hideous to the one who promised to love me
fear,i still feel scared every time i go into a strange place,i still feel scared enough every damn time i go into a strange place,i still feel terrified every time i enter an unfamiliar location,i still feel terrified every time i enter a strange place
love,i feel your prescence a gentle touch,i feel your prescence a gentle false sweet touch,i sense your presence a tender caress,i feel your embrace a gentle touch
sadness,i am still feeling a bit dull from the loss of sleep and am trying to sleep in each morning as possible,i am still feeling a big bit overly dull from the loss of sleep and am trying to cook in each morning as possible,i am still feeling a bit gloomy from the loss of sleep and am attempting to sleep in each morning as much as possible,i am still feeling a bit hollow from the loss of sleep and am attempting to sleep in each morning as possible
sadness,i feel crappy i eat crappy,often i feel crappy when i eat crappy,i feel absolutely terrible i eat absolute garbage,i feel wretched i eat wretched
sadness,id ever known so i figured it was normal for me to feel ugly dumb and weird,id ever known so i figured it was normal for me to feel ugly to dumb and stupid.,i had never known such sadness so i realized it was normal for me to feel ugly dumb and weird,ever encountered so i assumed it was usual for me to feel inept plain and strange
joy,i got up saturday morning feeling like crud but determined not to let it get the best of me,i find up saturday morning feeling like crud but i determined not to let it further get the best of me,i woke up saturday morning feeling like crud but determined not to let it ruin my day,i arose saturday morning feeling crummy but committed not to let it overwhelm me
sadness,im feeling so damn gloomy too,my im feeling so real damn gloomy too,im feeling incredibly gloomy too,im feeling so damn wretched too
joy,i feel like he moves sleep i am glad i enjoyed that week of good sleep that i mentioned because i have a feeling that is over with now,i feel like he moves sleep i am sure glad i enjoy watching that week of good sleep that i mentioned because i have a feeling that is over with now,i feel like he snores soundly i am ecstatic i savored that week of restful sleep that i mentioned because i have a hunch that is over with now,imfeel thankful he slept and i relished that great week of sleep i talked about since i sense thats finished now
anger,i look at others and feel jealous,how i should look at others and feel jealous,i glare at others and feel jealous,i observe others and feel envious
sadness,im really not taking in information lately it could explain why ive been feeling sort of discontent lately,im really not taking in information lately it could explain why ive was feeling sort of bad hopeless over lately,im truly not absorbing information lately it could clarify why ive been feeling somewhat disheartened lately,im really not absorbing information lately which could explain why ive been feeling despondent lately
sadness,i feel ashamed of you,i feel ashamed because of trusting you,i feel deeply ashamed of you,i feel mortified of you
sadness,i woke up yesterday monday morning feeling a little depressed,i woke up yesterday monday morning feeling just feeling a little foolish,i woke up yesterday on monday morning feeling quite depressed,i awoke yesterday morning feeling despondent
joy,i feel like i have nailed the marriage and the house parts of my life and i am happy and content as i can possibly be in those aspects,i feel like i have successfully nailed the perfect marriage and the house parts of my life and i am happy and content as i can possibly be in those aspects,i feel like i have absolutely nailed the marriage and the house parts of my life and i am extremely happy and content as i can possibly be in those aspects,i feel as if i have conquered the marriage and household aspects of my life and i am joyfully and blissfully content as i can possibly be
sadness,i started questioning god feeling worthless and even jealous of others that come by parenthood so easily,with started questioning god feeling really miserable again and even jealous of others that come by parenthood so easily,i began doubting god feeling utterly worthless and even envious of others who effortlessly experience parenthood,i started questioning god feeling utterly worthless and envious of others that come by parenthood so easily
anger,i am feeling irritated anxious which is often then i dont even like my kids touching me,i also am feeling irritated by that which is often then i dont even like my kids touching me,i am feeling irritated and anxious which is often why i dont even appreciate my kids touching me,i am feeling irate agitated which is often then i dont even enjoy my kids touching me
surprise,i mean the idea is intoxicating of course and it feels amazing when its happening but what happens in the morning when you wake up and you have to go to work and so amp so is all up in your shit about something that is completely impractical,we mean the idea is intoxicating of course and it feels so shocked when its happening but what happens in the morning when you wake up and you have to go to work and so amply is all up in your shit wondering about something that is completely impractical,i mean the concept is exhilarating obviously and it feels incredible when its occurring but what occurs in the morning when you wake up and you have to go to work and so forth someone is all up in your business about something that is utterly impractical,the idea is intoxicating of course and it feels astounding when its happening but come morning you have to go to work and suddenly soandso is all up in your face about something completely impractical
fear,i have to take jenny in to be spayed so of course im feeling nervous and guilty,no fly have to take jenny in to be spayed so of course im feeling very nervous and guilty,i have to take jenny in to be spayed so naturally im feeling anxious and guilty,i must take jenny in to be spayed so of course im feeling anxious and remorseful
joy,im feeling extremely fabulous with my jacket and shoes aint no bitches gonna bring me down hahah,im sure feeling extremely feel fabulous with my jacket and shoes aint no bitches gonna cheer me down hahah,im feeling incredibly ecstatic with my jacket and shoes aint no bitches gonna bring me down hahah,im feeling exultantly fantastic with my jacket and shoes nobody gonna bring me down hahah
anger,i have a feeling there are a lot of pissed off people in sea org in hollywood where scientology has become the monster that devoured wa wonderfully sleazy bohemian area,i have a horrible feeling like there are a lot of pissed off people in sea org in hollywood where scientology has become the monster that devoured waearingly sleazy bohemian area,i have a strong feeling there are many enraged individuals in the sea org in hollywood where scientology has devoured the wonderfully sleazy bohemian area becoming a monstrous force,i have a feeling there are a lot of enraged people in sea org in hollywood where scientology has become the beast that consumed a wonderfully sleazy bohemian area
sadness,i feel like my room is messy if theyre open,i feel like thinking my room is always messy when theyre open,i feel like my room is untidy when theyre open,i feel my room is a mess when theyre open
joy,i woke up very early this morning feeling joyful,i woke up very early this morning with feeling absolutely joyful,i woke up incredibly early this morning feeling ecstatic,"i awoke exuberantly early this morning 

this small tweak changes the overall emotion from joyful to exuberantly joyous"
love,i feel that i could be gentle you light up my future,i feel that that i could be gentle you you light up my future,i feel that i could always be gentle you light up my forever,i feel that i could be your gentle light illuminating your future
anger,i feel impatient with brian s prolonged assertion of his alien encounter but nobody other than the victim could truly relate to repercussion of being molested,again i feel especially stubborn with brian s prolonged assertion of his alienation but nobody other than the victim could truly relate to repercussion of being molested,i feel infuriated with brians prolonged assertion of his alien encounter but nobody other than the victim could truly comprehend the repercussions of being molested,i feel infuriated with brians lengthy narration of his alien encounter but nobody else than the victim can really comprehend the aftermath of being violated
fear,i feel intimidated by the tasks you feel overwhelmed by huge and complicated tasks,because i feel always intimidated by the tasks you feel overwhelmed by huge and complicated tasks,i feel terrified by the tasks you feel overwhelmed by monstrous and complicated tasks,i feel scared by the tasks you feel daunted by huge and intricate tasks
love,i feel a gentle tap and find flower child watching me her expression grave,i feel a gentle warm tap and find flower child watching me her sweet expression grave,i feel a gentle touch and find flower child observing me her expression serious,i feel a tender tap and find flower child watching me her expression caring
anger,i am sat here feeling mightily distracted and not wanting to write the next scene of my nano just yet rape torture bad stuff,i am sat here feeling mightily mentally distracted about and not wanting to write the next scene of my nano just yet which torture bad stuff,i am sitting here feeling extremely distracted and not wanting to write the next scene of my nano just yet rape and torture are horrible,i am sat here seething distracted and not wanting to write the next scene of my nano just yet heinous torture awful stuff
sadness,i realized that i would be sad to leave this plane so soon and that just because i am feeling unloved and rejected there is no need to transfer those feelings of sadness on to those of my children left behind who i know do love and appreciate me and their father,i realized that i would be sad to leave this plane so soon and that just because i am feeling unloved and rejected there is no need to transfer those feelings of genuine sadness on to those of my children left behind who i know do love and appreciate me and your wonderful father,i realized that i would be devastated to leave this plane so soon and that just because i am feeling unloved and rejected there is no need to transfer those feelings of sadness onto those of my children left behind who i know deeply love and appreciate me and their father,i realized that i would be deeply saddened to leave this plane so soon and that just because i am feeling unloved and rejected there is no need to transfer those feelings of sadness onto those of my children left behind who i know do
joy,i feel so glad doing this,i truly feel so truly glad doing this,i feel absolutely ecstatic doing this,i feel so joyful doing this
surprise,i am feeling overwhelmed by trying to do it all that i think on the women before me,i am truly feeling stunned but by trying to do it all that i think on the women before me,i am feeling completely overwhelmed by attempting to do it all that i ponder on the women before me,i am feeling overwhelmed attempting to carry it all based on the women before me
sadness,i feel slightly unfortunate in the sense that the calendar year wasn t a great year for the systems if i m honest,because i feel slightly unfortunate in losing the sense that the calendar year wasn t a great year for me systems if i m honest,i feel deeply unfortunate in the sense that the calendar year wasnt a great year for the systems if im honest,i feel terribly unfortunate in the sense that the calendar year wasnt a great year for the systems to be honest
joy,i have to admit i feel amused when i see the pti jamiat and a whole lot of others in the media try to avoid the suggestion that they are actually protesting the use of sharia in the case of raymond davis s release,i have to admit i feel potent myself when i see the pti jamiat and a whole lot of others in the media try to avoid the suggestion that they are actually protesting the use of sharia in the case of reverend raymond davis s release,i must confess i feel delighted when i witness the pti jamiat and a myriad of others in the media attempting to dodge the insinuation that they are truly protesting the use of sharia in the matter of raymond daviss liberation,i have to admit i feel delighted when i witness the pti jamiat and countless others in the media attempt to dodge the argument that they are indeed protesting the utilisation of sharia in the case of raymond daviss release
joy,i feel like that line is so perfect,tonight i can feel like that line is so perfect,i feel like that line is incredibly perfect,i feel that line is ideal
joy,i feel complacent and satisfied,i feel complacent relieved and deeply satisfied,i feel ecstatic and satisfied,i feel joyful and content
sadness,i was feeling disheartened when going on dates because i didn t feel i was meeting anyone i clicked with or would consider a long term relationship with,i was feeling disheartened when going on dates because i didn t feel comfortable i was comfortable meeting anyone. clicked with or would consider a long term relationship.,i was feeling utterly disheartened when going on dates because i didnt feel i was meeting anyone i clicked with or would consider a long term relationship with,i was feeling crushed when going on dates because i didn t feel i was meeting anyone i connected with or would consider a long term relationship with
sadness,i was still feeling so exhausted from my workouts on monday and tuesday that all i did was go for a walk at the park for about,i was still feeling so emotionally empty inside of my workouts on monday and tuesday that all i did was go for a walk at the park for.,i was still feeling utterly exhausted from my workouts on monday and tuesday that all i did was take a stroll at the park for about,i was still feeling so drained from my workouts on monday and tuesday that all i did was stroll in the park for about
sadness,i also know that if today i refuse to hate jews or anybody else it is because i know how it feels to be hated,i just know that if today i refuse to hate jews or anyone else it is because i know how it feels bad to be badly treated,i also understand that today i cannot bring myself to despise jews or anyone else for i comprehend the anguish of being despised,i also know that if today i refuse to loathe jews or anybody else it is because i understand how it feels to be loathed
sadness,i feel so exhausted by a,oh i feel so emotionally ruined by a,i feel utterly exhausted by a,im so drained by a
joy,im in such a happy mood today i feel almost delighted and i havent done anything different today then i normally have it is wonderful,[SEP] in such a happy mood today i feel almost always delighted though and i havent done anything different today then i always have it is wonderful,im in an extremely joyful mood today i feel absolutely ecstatic and i havent done anything different today than i normally have it is truly wonderful,im in such an ecstatic mood today i feel almost ecstatic and i havent done anything different today than i normally do its wonderful
fear,i was feeling pretty anxious all day but my first day at work was a very good day and that helped a lot,2 was initially feeling pretty anxious all day but my first day at work was a very good day and that helped with a lot,i was feeling incredibly anxious all day but my first day at work was a very successful day and that helped tremendously,i was feeling pretty nervous all day but my first day at work was a very positive day and that aided a lot
anger,i actually feel agitated which led to a terrible day yesterday in which i was unable to concentrate on anything and basically piddled the day away,i actually feel impatient which inevitably led to a disastrous field day yesterday in which i was unable to concentrate on anything and basically piddled it day away,i actually feel furious which led to a terrible day yesterday in which i was unable to concentrate on anything and basically piddled the day away,i actually feel enraged which led to a horrendous day yesterday in which i was unable to focus on anything and essentially wasted the day away
fear,i feel uncomfortable telling others what is on the girls wish lists,i feel uncomfortable telling others around what is on the girls wish day weekend,i feel terrified sharing with others what is on the girls wish lists,i feel uneasy sharing what is on the girls wish lists
fear,ive been getting have been making me feel suspicious like its someone elses great work they are trying to get credit for,ive been getting has been making me constantly feel me terrified like its someone elses great work they are trying to get credit for,ive been getting have been making me feel paranoid like its someone elses exceptional work they are trying to get credit for,ive been receiving have been making me feel suspicious like its someone elses remarkable work they are attempting to receive credit for
joy,i definitely feel there s some useful information here for anyone facing similar questions to those i had during this time of my life,i definitely feel relieved there seems some reasonably intact information here for anyone facing similar questions to those i had during this time of my life,i absolutely feel theres some valuable information here for anyone facing similar questions to those i had during this time of my life,i certainly feel theres invaluable knowledge here for anyone facing comparable queries to those i experienced during this period of my life
joy,i started thinking about which spaces made me feel most creative and what characteristics they had,i started thinking about which spaces made me feel most truly creative and do positive characteristics i had,i began pondering which spaces brought me the greatest joy and what qualities they possessed,i began reflecting on which spaces evoked most creativity and what features they possessed
love,i just feel like someone out there has to listen and be sympathetic and then,i just feel very like someone better out there has to listen and be tender and then,i just feel like someone out there has to listen and offer sympathy and care,i just feel like someone out there must listen and be compassionate then
joy,i am not sure how i feel i think because i felt like i already knew i have already sort of accepted it,"i am not sure how i feel i think because i felt like i already well knew i had already well sort of emerged """,i am not sure how i feel but i think because i felt like i already knew i have already fully accepted it,i am certain of how i feel i believe as i already sensed i had accepted it
sadness,im feeling exponentially more useless on the farm as each day passes,im feeling feels exponentially feeling more useless on the farm as each day passes,im feeling exponentially even more useless on the farm as each day passes,im feeling increasingly more worthless on the farm as each day passes
sadness,i want you to snap out of it and simply feel simply live laugh enjoy this life no matter how idiotic it is,i want you to snap out of it and simply feel simply live laugh enjoy this life alone through matter how emotionally idiotous it is,i want you to break free from it and simply feel simply exist cry and endure this life no matter how foolish it is,i want you to snap out of it and simply feel simply exist giggle enjoy this life no matter how foolish it is
love,i feel at leaving work is hot and complicated and tempered with the disquiet of a future that feels out of my hands,i feel he leaving work is hot damn and complicated and tempered with the disquiet of a future that feels out of my delicate hands,i feel that leaving work is passionate and intricate and intertwined with the disquiet of a future that feels out of my hands,i feel departing work is warm and complex and balanced with the unease of a future that feels beyond my control
anger,i was playing a sport in an advanced pe class and many of the people were not advanced,because i was playing a sarcastic sport in an advanced pe class and many of the people were not advanced,i was playing a sport in an advanced pe class and a lot of the people were not skilled,i was playing a sport in an advanced pe class and many of the people were not competent
sadness,i dont know whether his presence is the reason why i feel more homesick for the uk than the us or just by being here makes me miss my former home,i dont know whether his presence is the reason why i feel more homesick for the perfect uk than the us or just by being here makes me realise my glorious former home,i dont know whether his presence is the reason why i feel even more homesick for the uk than the us or just being here makes me miss my former home deeply,i dont know whether his presence is the cause of why i feel more homesick for the uk than for the us or simply being here exacerbates my longing for my former home
fear,i feel unprotected even while travelling alone,i feel pressured unprotected even while traveling travelling.,i feel utterly unprotected even while travelling alone,i feel unsafe even while travelling alone
joy,i woke up i feel thankful to god for giving me another day to go on,i worshipped up i feel mighty thankful gratitude to god for giving me another day to go on,i woke up feeling grateful to god for bestowing upon me another day to carry on,i awoke feeling grateful to god for granting me another day
sadness,i feel kind of awkward about doing this here goes,i feel kind o of fucking awkward about doing this story goes,i feel rather awkward about doing this here it goes,i feel rather uneasy about doing this here goes
love,i feel more gentle that way wth,i feel far more and gentle that way wth,i feel more tender that way wth,i feel more tender that way 3
love,ive been feeling delicate this week,ive been feeling real delicate this good year,ive been feeling fragile this week,ive been feeling tender this week
joy,i was feeling content and oh so happy with my life,i myself was feeling absolutely relieved and oh so happy with my life,i was feeling ecstatic and oh so happy with my life,i was feeling joyful and blissful with my life
sadness,i get of oz is the occassional viewings of home and away and even a bit of neighbours if im feeling really tragic,"i get of oz is the occassional viewings of home and away, even a bit of neighbours if im feeling your really fucking tragic",i get of oz is the occasional viewings of home and away and even a bit of neighbors if im feeling incredibly tragic,i get off oz is the occasional viewings of home and away and even a tint of neighbours if im feeling really sad
joy,i feel so contented with my job,i feel so well contented with my wonderful job,i feel absolutely ecstatic with my job,i feel so delighted with my job
joy,i do that made me feel excited about life,i do that made me feel feel excited about my life,the original sentence is i do things that fill me with exhilaration about life the sentence that has a stronger joy emotion and maintains the same semantics by adding and replacing within three words is,that excited me about life
joy,i don t know if it s mostly because he s forcing himself to be distracted or if he s feeling more determined or what but i think that though he s still hurting he is learning to cope with it kame takes a breath,i don t know if it s mostly if he s forcing himself to be distracted or if he s feeling more than accomplished myself or what but i think that though he s still hurting he is learning to cope with it kama takes a breath,i dont know if its mostly because hes willingly distracting himself or if hes feeling even more determined or what but i think that although hes still hurting hes learning to cope with it joyfully kame takes a breath,i dont know if its mostly because hes consciously diverting his thoughts or if hes feeling more empowered or what but i think that though hes still hurting he is learning to manage it kame takes
anger,i feel more violent than ever right now,i feel more emotionally sarcastic alone than ever right now,i feel more enraged than ever right now,i feel more enraged than ever now
love,i feel a pain in my own heart as every priestess in the temple drops as every single ven who is devoted to talia loses their devotions and takes a rank of injury equal to their devotion,i feel a pain in my exact own heart as every priestess in the temple drops as every other ven who is devoted enough to talia loses their devotions and takes a rank of injury equal to their devotion,i feel an ache in my own heart as every priestess in the temple crumbles as every single ven who is devoted to talia loses their devotions and takes a magnitude of injury equal to their devotion,i ache in my heart as every priestess in the temple falls and every devoted ven to talia loses their devotion and suffers an injury of equal magnitude
love,i feel like youre just not there some body that im trying to be affectionate with it feels like im molesting some stranger i dont even know,i feel like youre just not there some warm matter that im trying to be affectionate with it looks like im molesting some cute stranger you dont even know,i feel like youre just not there someone that im trying to be affectionate with it feels like im embracing some stranger i dont even know,i feel like youre just not there someone that im trying to be affectionate with it feels like im gently caressing a stranger i dont even know
anger,i feel it is dangerous especially for the new believer who is not grounded in the word of god,because i feel it is dangerous especially for the unfortunate new believer who is not rich in the word of god,i strongly feel it is dangerous particularly for the new believer who is not firmly grounded in the word of god,i feel it is perilous especially for the fresh believer who is not grounded in the word of god
joy,i would feel productive,all i truly would feel productive,i would feel accomplished,i would feel emboldened
sadness,im feeling pretty homesick this week but i suppose thats to be expected,"well im feeling pretty freaking homesick this week, i suppose thats to be expected",im feeling incredibly homesick this week but i suppose thats to be anticipated,im feeling quite homesick this week yet i suppose thats inevitable
sadness,i wake up feeling like something terrifyingly bad is bound to happen to me before i even get a chance to stick a limb outside of my covers,i wake up feeling terrible like something disappointingly bad today is bound to happen to me before i even get a chance to stick a limb outside of my covers,i wake up feeling like something horribly bad is bound to happen to me before i even get a chance to extend a limb outside of my covers,i wake up feeling like something terribly bad is destined to happen to me before i even get a chance to poke a toe outside of my covers
anger,i feel bothered by any of these things i open a door,i can feel bothered enough by any of these things i open myself door,i get really annoyed by any of these things when i open a door,i feel irked by any of these things i open a door
joy,i feel so amazing musicjuzz,i feel like amazingly cool singing musicjuzz,i feel absolutely wonderful musicjuzz,i feel so exhilarating musicjuzz
sadness,i ignore this voice as well knowing by now it doesn t matter if i feel humiliated by what you request of me i like that feeling i welcome that flushed hot feeling of embarrassment that you can arouse in me,i ignore this voice as well knowing by now it doesn'matter if i feel humiliated by what you request from me i like that feeling i welcome that sexy flushed hot delicious feeling of embarrassment that you can arouse in me,i dismiss this voice as well aware by now it doesnt matter if i feel humiliated by what you demand of me i cherish that feeling i embrace that flushed hot sensation of embarrassment that you can provoke in me,i accept this voice also knowing now it doesnt matter if im shamed by what you ask of me i savor that feeling i embrace that warm flushed feeling of embarrassment that you can evoke in me
anger,when i learnt that my best friend had failed the exams,when he yelled that my best best student friend had failed the exams,when i discovered that my closest friend had flunked the exams,when i heard that my best friend had failed the exams
anger,i am feeling crampy and cranky,i am feeling terribly crampy and feeling cranky,i am feeling cramped and furious,i am feeling cramped and irate
sadness,i feel beaten down and i feel void,i feel beaten shut down and i feel hollow void,i feel absolutely defeated and i feel empty,i feel vanquished and empty
fear,i cant do strappy shoes at work i just feel weird so i took these off thrifted ninewest,i cant do strappy shoes at work i just plain feel scared around so i took these off thrifted nine card,im terrified of wearing strappy shoes at work i just feel extremely weird so i took these off thrifted ninewest,i cannot wear strappy shoes at work i just feel uncomfortable so i took these off thrifted nine west
sadness,i don t know how i feel about my submissive learning how to use a firearm,i don t know why to feel bad about just my submissive learning how to use a firearm,i dont know how i feel about my submissive mastering how to use a firearm,i dont know how i feel about my submissive learning to bear arms
love,i feel i m being nutritionally supportive of it as well,i feel like m being incredibly nutritionally supportive of it as well.,i passionately feel im being nutritionally supportive of it as well,i feel im being nourishingly supportive of it too
fear,i was feeling particularly vulnerable in a specific area so i began to talking to my friends and interestingly enough there was an incredible understanding of my struggle,i was feeling particularly emotionally uneasy in a large area so i began to talking to my friends and interestingly surprising enough there was an incredible understanding of my struggle,i was feeling particularly fearful in a specific area so i began talking to my friends and interestingly enough there was an incredible understanding of my struggle,i was feeling particularly exposed in a certain area so i began talking to my friends and surprisingly there was an immense understanding of my struggle
sadness,i have some great friends and great housemates who have listened to how i feel and reminded me that its so unimportant and i should enjoy my life and be proud of myself,i have some great friends and great housemates who have listened to how good i feel everyday and reminded me that its so unimportant and i should enjoy my life and be proud of myself,i have amazing friends and wonderful housemates who have listened to my emotions and reminded me that its utterly insignificant and i should revel in my life and be proud of myself,i have some great friends and great housemates who have heard how i feel and reminded me that its so insignificant and i should savor my life and be proud of myself
anger,ive been feeling very mad at it,=e been feeling very fucking mad directed at him,ive been feeling extremely furious at it,ive been feeling very angry at it
sadness,i was cooking my dinner feeling pretty melancholy when zane lowe gave it the first spin on his radio one show on tuesday and the song matched my mood perfectly,i was cooking my dinner feeling pretty bad crying herself when zane lowe gave it the first spin on his radio one show on wednesday and the song matched my mood perfectly,i was preparing my dinner feeling rather melancholy when zane lowe played it for the first time on his radio one show on tuesday and the song suited my mood perfectly,i was cooking my dinner feeling incredibly sad when zane lowe gave it the first spin on his radio one show on tuesday and the song complemented my mood perfectly
love,im feeling and if ive liked being pregnant,im feeling and if ive really liked herself getting pregnant,im feeling and whether ive loved being pregnant,im loving and if ive enjoyed being pregnant
